text,label
explain SLAM as if I knew nothing about it,ELI5_EXPLANATION
reduce 3x + 2x - x to simplest form,SIMPLIFY_EXPRESSION
Calculate the velocity after 5 seconds under gravity.,SOLVE_NUMERICAL
where does the Euler's formula come from,DERIVE_FORMULA
compute the integral of e^x sin(x),INTEGRATE_FUNCTION
help me build intuition for the central limit theorem,EXPLAIN_INTUITIVELY
find the integral of sin^2(x),INTEGRATE_FUNCTION
make flashcards on OpenCL,CREATE_FLASHCARDS
factor x^2 - 5x + 6,FACTOR_EXPRESSION
what is the derivative of sqrt(x),DIFFERENTIATE_FUNCTION
analyze the transfer function,SIGNAL_ANALYSIS
what's the prior work on my thesis topic,LITERATURE_REVIEW
generate flashcards for database systems,CREATE_FLASHCARDS
find the impulse response,SIGNAL_ANALYSIS
show the derivation of the area of a circle,DERIVE_FORMULA
check the units of this formula,UNIT_ANALYSIS
help me interpret these confusion matrix results,RESULT_INTERPRETATION
Compare BFS and DFS.,COMPARE_METHODS
summarize my notes on database systems,SUMMARIZE_NOTES
Compare A* and Dijkstra search expansion on the same grid,DRAW_FLOWCHART
generate compiler design interview questions,CREATE_QUIZ
improve the y-range of this graph,VISUALIZATION_IMPROVEMENT
what does entropy actually mean,EXPLAIN_PHYSICAL_MEANING
solve cos(x)/x and explain each step,SOLVE_STEP_BY_STEP
reduce e^x cos(x) to simplest form,SIMPLIFY_EXPRESSION
design an algorithm for scheduling tasks,ALGORITHM_DESIGN
"I got x = 4, check if my answer is correct",CHECK_MATH_SOLUTION
differentiate tan(x),DIFFERENTIATE_FUNCTION
sketch a BJT transistor and label its parts,DRAW_LABELED_DIAGRAM
explain why my model underfitting,MODEL_EXPLANATION
architect a home automation system,SYSTEM_DESIGN
contrast this conference paper with the related paper,COMPARE_PAPERS
verify my answer 3/5,CHECK_MATH_SOLUTION
explain the physical meaning of negative temperature,EXPLAIN_PHYSICAL_MEANING
explain angular momentum as if I knew nothing about it,ELI5_EXPLANATION
is my physics answer correct,CHECK_ANSWER
compare SGD and Adam,COMPARE_METHODS
Generate quantum-resistant alternatives.,RESEARCH_IDEA
what is the period of a 1 m pendulum,SOLVE_NUMERICAL
help me prepare for tomorrow's machine learning exam,EXAM_PREPARATION
summarize this thesis chapter,SUMMARIZE_NOTES
fill in the rest of this merge sort,COMPLETE_CODE
simplify e^x cos(x),SIMPLIFY_EXPRESSION
compute d/dx of x^2 e^-x,DIFFERENTIATE_FUNCTION
label the structure of the respiratory system,DRAW_LABELED_DIAGRAM
explore this sales data,DATA_ANALYSIS
did I get the the homework right,CHECK_ANSWER
find the integral of 1/(x^2+1),INTEGRATE_FUNCTION
make flashcards on MPI,CREATE_FLASHCARDS
check dimensional consistency of the drag equation,UNIT_ANALYSIS
what's a good metaphor for the central limit theorem,ANALOGY_GENERATION
flowchart the process of photosynthesis,DRAW_FLOWCHART
optimize my binary search function,OPTIMIZE_CODE
find the complexity of this merge sort,FIND_COMPLEXITY
compute the Fourier transform of this signal,SIGNAL_ANALYSIS
check dimensional consistency of v = u + at,UNIT_ANALYSIS
explain the limitations of this research paper,CRITIQUE_METHOD
explain the product rule as if I knew nothing about it,ELI5_EXPLANATION
design an algorithm for finding the shortest path,ALGORITHM_DESIGN
Evaluate experimental design.,CRITIQUE_METHOD
give me an analogy for attention mechanisms,ANALOGY_GENERATION
devise an algorithm for finding the shortest path,ALGORITHM_DESIGN
explain compiler parsing,EXPLAIN_CONCEPT
visualize the steps of A* pathfinding on my canvas,DRAW_FLOWCHART
what does the divergence represent physically,EXPLAIN_PHYSICAL_MEANING
what's wrong with my derivation,FIND_ERROR
fix this graph,VISUALIZATION_IMPROVEMENT
how does dropout work,EXPLAIN_CONCEPT
give practical applications of compiler parsing,REAL_WORLD_APPLICATION
draw a labeled diagram of a plant cell,DRAW_LABELED_DIAGRAM
reduce 1/(x^2 + 1) to simplest form,SIMPLIFY_EXPRESSION
help me select features for this experiment's data,FEATURE_SELECTION
analyze the statistical significance in this time series,DATA_ANALYSIS
give me exam tips for algorithm analysis,EXAM_PREPARATION
give me the intuition behind regularization,EXPLAIN_INTUITIVELY
analyze the frequency response,SIGNAL_ANALYSIS
complete the missing function in this class,COMPLETE_CODE
generate quantum-resistant alternatives for cryptography,RESEARCH_IDEA
check my solution: y = 7,CHECK_MATH_SOLUTION
create memory tricks for compiler design,EXAM_PREPARATION
generate flashcards for computer networks,CREATE_FLASHCARDS
find an analogy to help me understand precision and recall,ANALOGY_GENERATION
help me prepare for tomorrow's compiler design exam,EXAM_PREPARATION
Compare analog and digital signals.,COMPARE_METHODS
analyze this RC circuit,CIRCUIT_ANALYSIS
what's the time complexity of this nested loop,FIND_COMPLEXITY
explain why my model performing poorly on test data,MODEL_EXPLANATION
is my circuit answer correct,CHECK_ANSWER
plot x^2 e^-x,GRAPH_FUNCTION
find the bug causing segmentation faults in this graph traversal,DEBUG_CODE
redraw this graph more clearly,VISUALIZATION_IMPROVEMENT
compute the transfer function,SIGNAL_ANALYSIS
turn MPI into flashcards,CREATE_FLASHCARDS
do a dimensional analysis of F = ma,UNIT_ANALYSIS
Summarize OpenCL.,SUMMARIZE_NOTES
complete the implementation of this BFS implementation,COMPLETE_CODE
write quicksort in Python,GENERATE_CODE
factorize 6x^2 - x - 2,FACTOR_EXPRESSION
what do these YOLO detection results tell me,RESULT_INTERPRETATION
factor x^3 - 8,FACTOR_EXPRESSION
Why did accuracy drop after normalization?,VERIFY_REASONING
illustrate a four-stroke engine with labels,DRAW_LABELED_DIAGRAM
Draw the TCP three-way handshake flowchart with retransmission,DRAW_FLOWCHART
what's the intuitive idea behind post-quantum cryptography,EXPLAIN_INTUITIVELY
find the voltage across this op-amp circuit,CIRCUIT_ANALYSIS
show the steps of photosynthesis as a flowchart,DRAW_FLOWCHART
check my proof of the parser,VERIFY_REASONING
analyze this transistor amplifier,CIRCUIT_ANALYSIS
visualize the steps of the TCP handshake on my canvas,DRAW_FLOWCHART
label the structure of a neuron,DRAW_LABELED_DIAGRAM
simplify 3x^2 + 2x - 5,SIMPLIFY_EXPRESSION
propose a research idea for distributed systems,RESEARCH_IDEA
what's the time complexity of this graph traversal,FIND_COMPLEXITY
solve x^2 sin(x) step by step,SOLVE_STEP_BY_STEP
show the derivation of the volume of a sphere,DERIVE_FORMULA
find the derivative of y = -x^2 + 4,DIFFERENTIATE_FUNCTION
solve 2x^2 - 8 step by step,SOLVE_STEP_BY_STEP
interpret the results of these confidence intervals,RESULT_INTERPRETATION
give practical applications of post-quantum cryptography,REAL_WORLD_APPLICATION
are the units consistent in the drag equation,UNIT_ANALYSIS
draw a flowchart of TCP connection lifecycle,DRAW_FLOWCHART
make practice problems about compiler design,GENERATE_PRACTICE_PROBLEMS
what does the curl of a field represent physically,EXPLAIN_PHYSICAL_MEANING
is my answer 12 correct,CHECK_MATH_SOLUTION
find the factors of x^2 - 5x + 6,FACTOR_EXPRESSION
give me the intuition behind the uncertainty principle,EXPLAIN_INTUITIVELY
what is the space complexity of merge sort,FIND_COMPLEXITY
solve 3x^2 + 2x - 5 and explain each step,SOLVE_STEP_BY_STEP
walk me through my binary search function,EXPLAIN_CODE
visualize wave-particle duality intuitively,EXPLAIN_INTUITIVELY
condense cryptography into key points,SUMMARIZE_NOTES
how is compiler parsing used in real life,REAL_WORLD_APPLICATION
solve this RC circuit,CIRCUIT_ANALYSIS
how does backpropagation work,EXPLAIN_CONCEPT
contrast AES and ChaCha20,COMPARE_METHODS
show where my integration went wrong,FIND_ERROR
what is the antiderivative of x e^x,INTEGRATE_FUNCTION
Explain attention mechanisms.,EXPLAIN_CONCEPT
write a literature review on graph neural networks,LITERATURE_REVIEW
flowchart the process of the cardiac cycle,DRAW_FLOWCHART
explain dynamic programming in the simplest terms,ELI5_EXPLANATION
find the error in my proof attempt,FIND_ERROR
how would you design a temperature regulation system,SYSTEM_DESIGN
verify whether the speed of light is constant,FACT_CHECK
what is the derivative of e^x,DIFFERENTIATE_FUNCTION
Explain eigenvalues intuitively.,EXPLAIN_INTUITIVELY
make flashcards on database systems,CREATE_FLASHCARDS
Generate Python code for logistic regression.,GENERATE_CODE
interpret this p-value,RESULT_INTERPRETATION
explain how this merge sort works,EXPLAIN_CODE
which variables should I drop in this experiment's data,FEATURE_SELECTION
write code for Arduino code to blink an LED,GENERATE_CODE
check the units of v = u + at,UNIT_ANALYSIS
critique the methodology of this conference paper,CRITIQUE_METHOD
write a REST API in Flask,GENERATE_CODE
is my answer 3/5 correct,CHECK_MATH_SOLUTION
Compare Newtonian mechanics and relativity.,COMPARE_METHODS
implement a binary search in C++,GENERATE_CODE
draw the graph of x^2 e^-x,GRAPH_FUNCTION
plot the function ln(x),GRAPH_FUNCTION
give me the intuition behind the product rule,EXPLAIN_INTUITIVELY
explain the limitations of this study,CRITIQUE_METHOD
optimize this Python recursion code,OPTIMIZE_CODE
improve the performance of this graph traversal,OPTIMIZE_CODE
generate exam-level challenges for OpenCL,GENERATE_PRACTICE_PROBLEMS
what features matter most in this time series,FEATURE_SELECTION
give me exam tips for computer networks,EXAM_PREPARATION
which features should I remove from this regression,FEATURE_SELECTION
prove that the binomial theorem,PROVE_THEOREM
give me practice problems for MPI,GENERATE_PRACTICE_PROBLEMS
check dimensional consistency of the energy equation,UNIT_ANALYSIS
finish this this loop,COMPLETE_CODE
explain the physical meaning of the divergence,EXPLAIN_PHYSICAL_MEANING
what is the derivative of x^2 sin(x),DIFFERENTIATE_FUNCTION
compute the integral of sec^2(x),INTEGRATE_FUNCTION
show the parts of the benzene ring,DRAW_LABELED_DIAGRAM
improve this plot,VISUALIZATION_IMPROVEMENT
compute the kinetic energy of a 2 kg ball at 3 m/s,SOLVE_NUMERICAL
do an exploratory analysis of this dataset,DATA_ANALYSIS
improve the clarity of this graph,VISUALIZATION_IMPROVEMENT
show me how to solve 2x^2 - 8 with all steps,SOLVE_STEP_BY_STEP
improve this graph,VISUALIZATION_IMPROVEMENT
contrast supervised and unsupervised learning,COMPARE_METHODS
identify research gaps in machine learning,RESEARCH_IDEA
how would you design a waste-sorting robot,SYSTEM_DESIGN
Compare CNNs and Transformers.,COMPARE_METHODS
generate flashcards for OpenCL,CREATE_FLASHCARDS
architect a temperature regulation system,SYSTEM_DESIGN
give me exam tips for cryptography,EXAM_PREPARATION
help me build intuition for asymptotic notation,EXPLAIN_INTUITIVELY
illustrate the nephron with labels,DRAW_LABELED_DIAGRAM
simplify the expression (x^2 - 1)/(x - 1),SIMPLIFY_EXPRESSION
contrast CNNs and Transformers,COMPARE_METHODS
Generate ROS code for robot navigation.,GENERATE_CODE
prepare me for my database systems exam,EXAM_PREPARATION
evaluate the experimental design of this preprint,CRITIQUE_METHOD
write a logistic regression in Python,GENERATE_CODE
verify my reasoning about this theorem proof,VERIFY_REASONING
visualize the steps of hash table collision resolution on my canvas,DRAW_FLOWCHART
generate ROS code for robot navigation,GENERATE_CODE
prove that there are infinitely many primes,PROVE_THEOREM
what is the physical interpretation of the Poynting vector,EXPLAIN_PHYSICAL_MEANING
find the integral of e^x sin(x),INTEGRATE_FUNCTION
check my circuit calculations,CHECK_ANSWER
verify my answer x = 4,CHECK_MATH_SOLUTION
optimize this dynamic programming solution,OPTIMIZE_CODE
draw and label a BJT transistor,DRAW_LABELED_DIAGRAM
reduce x^3 - 3x to simplest form,SIMPLIFY_EXPRESSION
generate database systems interview questions,CREATE_QUIZ
visualize the steps of gradient descent on my canvas,DRAW_FLOWCHART
generate quantum-resistant alternatives for machine learning,RESEARCH_IDEA
which features should I remove from this dataset,FEATURE_SELECTION
RSA and Kyber: which is better,COMPARE_METHODS
optimize this SQL query for my linked list code,OPTIMIZE_CODE
Derive the kinematic equations.,DERIVE_EQUATION
explain asymptotic notation intuitively,EXPLAIN_INTUITIVELY
explain the physical meaning of the wavefunction,EXPLAIN_PHYSICAL_MEANING
complete the missing function in this BFS implementation,COMPLETE_CODE
evaluate the experimental design of this research paper,CRITIQUE_METHOD
show the derivation of the Euler's formula,DERIVE_FORMULA
review the methodology section of this study,CRITIQUE_METHOD
implement ROS code for robot navigation,GENERATE_CODE
generate viva questions for OpenCL,CREATE_QUIZ
create a quiz on OpenCL,CREATE_QUIZ
generate exam-level challenges for compiler design,GENERATE_PRACTICE_PROBLEMS
implement a REST API in Flask,GENERATE_CODE
Visualize gradient descent.,EXPLAIN_INTUITIVELY
solve x^2 - 9 and explain each step,SOLVE_STEP_BY_STEP
determine the final temperature of the mixture,SOLVE_NUMERICAL
can this sorting function be optimized,OPTIMIZE_CODE
explain complex numbers as if I knew nothing about it,ELI5_EXPLANATION
Improve the scaling so the sine curve is visible.,VISUALIZATION_IMPROVEMENT
suggest a novel research direction in distributed systems,RESEARCH_IDEA
find the final temperature of the mixture,SOLVE_NUMERICAL
walk me through this BFS implementation,EXPLAIN_CODE
analyze whether my argument is correct,VERIFY_REASONING
Explain post-quantum cryptography.,EXPLAIN_CONCEPT
can this Python recursion code be optimized,OPTIMIZE_CODE
flowchart the process of hash table collision resolution,DRAW_FLOWCHART
why is my model performing poorly on test data,MODEL_EXPLANATION
what is the Big-O of this merge sort,FIND_COMPLEXITY
summarize the literature on reinforcement learning,LITERATURE_REVIEW
fix the important points on this graph,VISUALIZATION_IMPROVEMENT
show the steps of BST insertion order as a flowchart,DRAW_FLOWCHART
how should I revise OpenCL for the exam,EXAM_PREPARATION
show where my limit computation went wrong,FIND_ERROR
plot sin(x)/x,GRAPH_FUNCTION
illustrate a BJT transistor with labels,DRAW_LABELED_DIAGRAM
show the parts of the respiratory system,DRAW_LABELED_DIAGRAM
what does the wavefunction represent physically,EXPLAIN_PHYSICAL_MEANING
find an analogy to help me understand attention mechanisms,ANALOGY_GENERATION
come up with an algorithm to detecting cycles in a graph,ALGORITHM_DESIGN
what is the space complexity of my linked list code,FIND_COMPLEXITY
is this graph correct,VISUALIZATION_IMPROVEMENT
debug this BFS implementation,DEBUG_CODE
compute d/dx of 1/(1+x^2),DIFFERENTIATE_FUNCTION
find an analogy to help me understand the photoelectric effect,ANALOGY_GENERATION
design a home automation system,SYSTEM_DESIGN
How is quantum tunneling used in real life?,REAL_WORLD_APPLICATION
find the complexity of my linked list code,FIND_COMPLEXITY
complete the implementation of my linked list code,COMPLETE_CODE
design an efficient approach for scheduling tasks,ALGORITHM_DESIGN
Analyze this RC circuit.,CIRCUIT_ANALYSIS
what is the Big-O of this algorithm,FIND_COMPLEXITY
derive the Euler's formula,DERIVE_FORMULA
what's the prior work on graph neural networks,LITERATURE_REVIEW
Create memory tricks.,EXAM_PREPARATION
give me an analogy for wave-particle duality,ANALOGY_GENERATION
what is the physical interpretation of the curl of a field,EXPLAIN_PHYSICAL_MEANING
what are the weaknesses of this research paper,CRITIQUE_METHOD
what features matter most in this regression,FEATURE_SELECTION
simplify (x^2 - 1)/(x - 1),SIMPLIFY_EXPRESSION
verify the units in this expression,UNIT_ANALYSIS
fix the bug in this merge sort,DEBUG_CODE
are the units consistent in this expression,UNIT_ANALYSIS
fix the bug in this graph traversal,DEBUG_CODE
make a flowchart for CPU scheduling FCFS SJF Round Robin,DRAW_FLOWCHART
check my solution: x = 0 and x = 3,CHECK_MATH_SOLUTION
explain asymptotic notation using an analogy,ANALOGY_GENERATION
analyze the Bode plot,SIGNAL_ANALYSIS
simplify the expression sin^2(x) + cos^2(x),SIMPLIFY_EXPRESSION
compute the Bode plot,SIGNAL_ANALYSIS
what does imaginary time actually mean,EXPLAIN_PHYSICAL_MEANING
generate flashcards for operating systems,CREATE_FLASHCARDS
show the derivation of Maxwell's equations,DERIVE_EQUATION
explain the limitations of this journal article,CRITIQUE_METHOD
where does the compound interest formula come from,DERIVE_FORMULA
give me exam tips for OpenCL,EXAM_PREPARATION
debug this Python recursion code,DEBUG_CODE
verify whether water boils at 90C at sea level,FACT_CHECK
draw and label the nephron,DRAW_LABELED_DIAGRAM
generate related work for graph neural networks,LITERATURE_REVIEW
solve 2x^2 - 8 and explain each step,SOLVE_STEP_BY_STEP
create memory tricks for digital logic,EXAM_PREPARATION
show where my derivation went wrong,FIND_ERROR
explain wave-particle duality as if I knew nothing about it,ELI5_EXPLANATION
improve the performance of my linked list code,OPTIMIZE_CODE
"I got 3/5, check if my answer is correct",CHECK_MATH_SOLUTION
fix the readability on this graph,VISUALIZATION_IMPROVEMENT
write code for a binary search in C++,GENERATE_CODE
find the derivative of 1/(x^2 + 1) and explain every step,SOLVE_STEP_BY_STEP
compute the current through a 10 ohm resistor,SOLVE_NUMERICAL
design a system for a traffic light controller,SYSTEM_DESIGN
compute the frequency response,SIGNAL_ANALYSIS
how is the bias-variance tradeoff used in real life,REAL_WORLD_APPLICATION
make practice problems about digital logic,GENERATE_PRACTICE_PROBLEMS
is water boils at 90C at sea level accurate,FACT_CHECK
Explain gradient descent intuitively.,EXPLAIN_INTUITIVELY
"this graph is hard to read, improve it",VISUALIZATION_IMPROVEMENT
what does the Poynting vector actually mean,EXPLAIN_PHYSICAL_MEANING
what do these confidence intervals tell me,RESULT_INTERPRETATION
what's the difference between CNNs and Transformers,COMPARE_METHODS
explain post-quantum cryptography like I'm a beginner,ELI5_EXPLANATION
make my binary search function faster,OPTIMIZE_CODE
find the voltage across this RLC network,CIRCUIT_ANALYSIS
prepare me for my digital logic exam,EXAM_PREPARATION
make practice problems about computer networks,GENERATE_PRACTICE_PROBLEMS
make this graph easier to read,VISUALIZATION_IMPROVEMENT
draw the graph of x^2 sin(x),GRAPH_FUNCTION
condense CUDA into key points,SUMMARIZE_NOTES
Find the electric field at point P.,SOLVE_NUMERICAL
integrate x^2 cos(x),INTEGRATE_FUNCTION
explain the bias-variance tradeoff in the simplest terms,ELI5_EXPLANATION
what is the Big-O of my linked list code,FIND_COMPLEXITY
what are real-world applications of the uncertainty principle,REAL_WORLD_APPLICATION
what's the time complexity of this merge sort,FIND_COMPLEXITY
explain the physical meaning of the Hamiltonian,EXPLAIN_PHYSICAL_MEANING
explain Taylor series using an analogy,ANALOGY_GENERATION
is humans use only 10% of their brain accurate,FACT_CHECK
find the integral of x e^x,INTEGRATE_FUNCTION
compute the equivalent resistance of this voltage divider,CIRCUIT_ANALYSIS
explain angular momentum like I'm a beginner,ELI5_EXPLANATION
what is the antiderivative of sec^2(x),INTEGRATE_FUNCTION
is it true that water boils at 90C at sea level,FACT_CHECK
differentiate 1/(1+x^2),DIFFERENTIATE_FUNCTION
why did my model overfitting,MODEL_EXPLANATION
explain how this sorting function works,EXPLAIN_CODE
verify my answer for this problem,CHECK_ANSWER
generate quantum-resistant alternatives for robotics,RESEARCH_IDEA
create a quiz on compiler design,CREATE_QUIZ
find the bug in this graph traversal,DEBUG_CODE
review this graph for y-range,VISUALIZATION_IMPROVEMENT
find the mistake in my matrix multiplication,FIND_ERROR
help me prepare for tomorrow's algorithm analysis exam,EXAM_PREPARATION
prove that that sqrt(2) is irrational,PROVE_THEOREM
find the mistake in my algebra,FIND_ERROR
find the error in my algebra,FIND_ERROR
what's the difference between BFS and DFS,COMPARE_METHODS
what's a good metaphor for wave-particle duality,ANALOGY_GENERATION
compare CNNs and Transformers,COMPARE_METHODS
verify my answer y = 7,CHECK_MATH_SOLUTION
check the units of this expression,UNIT_ANALYSIS
how should I revise computer networks for the exam,EXAM_PREPARATION
what features matter most in this sales data,FEATURE_SELECTION
is my reasoning correct for the parser,VERIFY_REASONING
what's the prior work on image segmentation,LITERATURE_REVIEW
review the methodology section of this conference paper,CRITIQUE_METHOD
complete the missing function in this dynamic programming solution,COMPLETE_CODE
prove that that there are infinitely many primes,PROVE_THEOREM
graph arctan(x),GRAPH_FUNCTION
what features matter most in this dataset,FEATURE_SELECTION
make quiz questions for compiler design,CREATE_QUIZ
explain regularization as if I knew nothing about it,ELI5_EXPLANATION
prove the binomial theorem,PROVE_THEOREM
analyze the time complexity of this BFS implementation,FIND_COMPLEXITY
fill in the rest of this loop,COMPLETE_CODE
visualize regularization intuitively,EXPLAIN_INTUITIVELY
is my reasoning correct for my argument,VERIFY_REASONING
compute the momentum of the system,SOLVE_NUMERICAL
explain this dynamic programming solution,EXPLAIN_CODE
verify the units in F = ma,UNIT_ANALYSIS
graph sin(x)/x,GRAPH_FUNCTION
prove that the Pythagorean theorem,PROVE_THEOREM
Critique the methodology.,CRITIQUE_METHOD
analyze this time series,DATA_ANALYSIS
give a proof of the fundamental theorem of calculus,PROVE_THEOREM
devise an algorithm for load balancing,ALGORITHM_DESIGN
help me select features for these survey results,FEATURE_SELECTION
Draw the compiler pipeline from source code to machine code,DRAW_FLOWCHART
show the derivation of Schrodinger's equation,DERIVE_EQUATION
contrast this preprint with the related paper,COMPARE_PAPERS
prepare me for my machine learning exam,EXAM_PREPARATION
work through 3x^2 + 2x - 5 step by step,SOLVE_STEP_BY_STEP
walk me through this dynamic programming solution,EXPLAIN_CODE
what is the derivative of y = -x^2 + 4,DIFFERENTIATE_FUNCTION
why does my linked list code crash,DEBUG_CODE
Why is my model overfitting?,MODEL_EXPLANATION
analyze this RLC network,CIRCUIT_ANALYSIS
what is the derivative of sin(x)/x,DIFFERENTIATE_FUNCTION
what do this ROC curve tell me,RESULT_INTERPRETATION
complete the implementation of this graph traversal,COMPLETE_CODE
contrast this journal article with the related paper,COMPARE_PAPERS
factor the expression 6x^2 - x - 2,FACTOR_EXPRESSION
fix the bug in this Python recursion code,DEBUG_CODE
find the bug in this BFS implementation,DEBUG_CODE
derive the equation for the lens equation,DERIVE_EQUATION
do an exploratory analysis of this time series,DATA_ANALYSIS
complete the implementation of this Python recursion code,COMPLETE_CODE
why does this Python recursion code crash,DEBUG_CODE
tell me about matrix rank,EXPLAIN_CONCEPT
implement quicksort in Python,GENERATE_CODE
fill in the rest of this BFS implementation,COMPLETE_CODE
what's the intuitive idea behind quantum tunneling,EXPLAIN_INTUITIVELY
suggest a novel research direction in computer vision,RESEARCH_IDEA
what are the weaknesses of this conference paper,CRITIQUE_METHOD
how is blockchain consensus used in real life applications,REAL_WORLD_APPLICATION
help me build intuition for garbage collection,EXPLAIN_INTUITIVELY
interpret these YOLO detection results,RESULT_INTERPRETATION
fix the bug in this sorting function,DEBUG_CODE
analyze the statistical significance in this dataset,DATA_ANALYSIS
compute d/dx of x^3 - 3x,DIFFERENTIATE_FUNCTION
graph the curve 1/(1+x^2),GRAPH_FUNCTION
explain gradient descent,EXPLAIN_CONCEPT
factorize x^2 - 4,FACTOR_EXPRESSION
design an algorithm for load balancing,ALGORITHM_DESIGN
Check my proof.,VERIFY_REASONING
compare these two papers,COMPARE_PAPERS
derive the formula for the sum of an arithmetic series,DERIVE_FORMULA
Interpret p-values.,RESULT_INTERPRETATION
what does the divergence actually mean,EXPLAIN_PHYSICAL_MEANING
analyze this dataset,DATA_ANALYSIS
check my answer for the homework,CHECK_ANSWER
make practice problems about data structures,GENERATE_PRACTICE_PROBLEMS
summarize my notes on MPI,SUMMARIZE_NOTES
find the derivative of e^x,DIFFERENTIATE_FUNCTION
what's an open problem in robotics,RESEARCH_IDEA
explain how my binary search function works,EXPLAIN_CODE
how would you design a traffic light controller,SYSTEM_DESIGN
what's an open problem in cryptography,RESEARCH_IDEA
test my understanding of OpenCL,CREATE_QUIZ
help me interpret this ROC curve,RESULT_INTERPRETATION
Verify mathematical induction proof.,VERIFY_REASONING
improve the performance of this Python recursion code,OPTIMIZE_CODE
draw a labeled diagram of a neuron,DRAW_LABELED_DIAGRAM
find the mistake in my proof attempt,FIND_ERROR
help me select features for this time series,FEATURE_SELECTION
make flashcards on computer networks,CREATE_FLASHCARDS
where is SLAM used in practice,REAL_WORLD_APPLICATION
Prepare me for tomorrow's exam.,EXAM_PREPARATION
review this graph,VISUALIZATION_IMPROVEMENT
create memory tricks for machine learning,EXAM_PREPARATION
analyze this voltage divider,CIRCUIT_ANALYSIS
tell me about entropy,EXPLAIN_CONCEPT
what is the derivative of x^3 - 3x,DIFFERENTIATE_FUNCTION
give an overview of electromagnetic induction,EXPLAIN_CONCEPT
implement Arduino code to blink an LED,GENERATE_CODE
what is the kinetic energy of a 2 kg ball at 3 m/s,SOLVE_NUMERICAL
generate a binary search in C++,GENERATE_CODE
fact-check this: the speed of light is constant,FACT_CHECK
create flashcards for OpenCL,CREATE_FLASHCARDS
show where my matrix multiplication went wrong,FIND_ERROR
write a literature review on image segmentation,LITERATURE_REVIEW
test my understanding of digital logic,CREATE_QUIZ
explore this dataset,DATA_ANALYSIS
solve x^2 - 9 step by step,SOLVE_STEP_BY_STEP
find the derivative of x^2 e^-x,DIFFERENTIATE_FUNCTION
summarize digital logic,SUMMARIZE_NOTES
"I solved it and got x = -2, is that right",CHECK_MATH_SOLUTION
derive the formula for the quadratic formula,DERIVE_FORMULA
find the voltage across this voltage divider,CIRCUIT_ANALYSIS
Factor x^2-9.,FACTOR_EXPRESSION
make this graph better,VISUALIZATION_IMPROVEMENT
what is the physical interpretation of the wavefunction,EXPLAIN_PHYSICAL_MEANING
make practice problems about machine learning,GENERATE_PRACTICE_PROBLEMS
generate viva questions for database systems,CREATE_QUIZ
Plot lookup cost vs load factor for hash tables,GRAPH_FUNCTION
review the methodology section of this preprint,CRITIQUE_METHOD
explain special relativity intuitively,EXPLAIN_INTUITIVELY
identify research gaps in computer vision,RESEARCH_IDEA
find the voltage across this transistor amplifier,CIRCUIT_ANALYSIS
design a waste-sorting robot,SYSTEM_DESIGN
calculate the period of a 1 m pendulum,SOLVE_NUMERICAL
sketch x^2 sin(x),GRAPH_FUNCTION
make practice problems about CUDA,GENERATE_PRACTICE_PROBLEMS
what's wrong with my matrix multiplication,FIND_ERROR
write a literature review on reinforcement learning,LITERATURE_REVIEW
generate related work for my thesis topic,LITERATURE_REVIEW
Debug this Python recursion code.,DEBUG_CODE
explain the physical meaning of imaginary time,EXPLAIN_PHYSICAL_MEANING
find the force on a 5 kg mass accelerating at 2 m/s^2,SOLVE_NUMERICAL
explain this BFS implementation,EXPLAIN_CODE
what is limits,EXPLAIN_CONCEPT
spot the flaw in my integration,FIND_ERROR
compute the equivalent resistance of this RLC network,CIRCUIT_ANALYSIS
can my linked list code be optimized,OPTIMIZE_CODE
explain attention mechanisms using an analogy,ANALOGY_GENERATION
give me an analogy for entropy,ANALOGY_GENERATION
compute the equivalent resistance of this transistor amplifier,CIRCUIT_ANALYSIS
verify my answer 12,CHECK_MATH_SOLUTION
evaluate the experimental design of this journal article,CRITIQUE_METHOD
spot the flaw in my proof attempt,FIND_ERROR
show me how to solve x^2 - 9 with all steps,SOLVE_STEP_BY_STEP
verify my reasoning about my argument,VERIFY_REASONING
what are real-world applications of the bias-variance tradeoff,REAL_WORLD_APPLICATION
what's wrong with my integration,FIND_ERROR
design a system for a temperature regulation system,SYSTEM_DESIGN
find the integral of ln(x),INTEGRATE_FUNCTION
help me interpret this p-value,RESULT_INTERPRETATION
make this BFS implementation faster,OPTIMIZE_CODE
find the momentum of the system,SOLVE_NUMERICAL
explain the product rule like I'm a beginner,ELI5_EXPLANATION
graph tan(x),GRAPH_FUNCTION
simplify 2x^2 - 8,SIMPLIFY_EXPRESSION
compare this paper with prior work,COMPARE_PAPERS
give me a summary of this research paper,SUMMARIZE_NOTES
are the units consistent in this formula,UNIT_ANALYSIS
work through sin^2(x) step by step,SOLVE_STEP_BY_STEP
Explain asymptotic notation.,EXPLAIN_CONCEPT
improve the title of this graph,VISUALIZATION_IMPROVEMENT
what is the derivative of ln(x),DIFFERENTIATE_FUNCTION
derive the formula for the compound interest formula,DERIVE_FORMULA
prove the Pythagorean theorem,PROVE_THEOREM
flowchart the process of compiler pipeline stages,DRAW_FLOWCHART
generate harder versions of these data structures problems,GENERATE_PRACTICE_PROBLEMS
can my binary search function be optimized,OPTIMIZE_CODE
what is the Big-O of merge sort,FIND_COMPLEXITY
